Prov. Code;Prov. Category;Prov. Type;Conc. Rel.;Descr. UI;Descr. Name;PH count;#Parent Ds;PHs;#Descendant Ds;MeSH Categories;year
3.3: Submersion;3: New PI concept;3: Submersion;-;D000074018;B-Cell CLL-Lymphoma 10 Protein;1;1;Adaptor Proteins, Signal Transducing;0;D;2018
3.3: Submersion;3: New PI concept;3: Submersion;-;D000074019;T-Cell Intracellular Antigen-1;1;3;RNA-Binding Proteins;0;D;2018
3.3: Submersion;3: New PI concept;3: Submersion;-;D000074020;ATP Binding Cassette Transporter, Subfamily B, Member 11;1;1;ATP-Binding Cassette Transporters;0;D;2018
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D000074021;Interatrial Block;1;1;Heart Block;0;C;2018
3.5: Detachment~3.2: Subdivision;3: New PI concept;5: Detachment~2: Subdivision;-;D000074022;Anesthesia, Cardiac Procedures;2;1;Anesthesia~Thoracic Surgery;0;E;2018
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D000074024;Immunoturbidimetry;1;2;Nephelometry and Turbidimetry;0;E;2018
3.5: Detachment~3.2: Subdivision;3: New PI concept;5: Detachment~2: Subdivision;-;D000074025;TRPA1 Cation Channel;3;1;Calcium Channels~Nerve Tissue Proteins~Transient Receptor Potential Channels;0;D;2018
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D000074026;Fatty Acid Binding Protein 3;1;1;Fatty Acid-Binding Proteins;0;D;2018
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D000074039;Staphylococcus capitis;1;1;Staphylococcus;0;B;2018
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D000074040;Receptors, Histamine H4;2;2;Receptors, G-Protein-Coupled~Receptors, Histamine;0;D;2018
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D000074041;Microorganisms, Genetically-Modified;0;1;;0;B;2018
3.5: Detachment~3.2: Subdivision;3: New PI concept;5: Detachment~2: Subdivision;-;D000074042;Cerebral Intraventricular Hemorrhage;2;1;Cerebral Hemorrhage~Cerebral Ventricles;0;C;2018
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D000074043;Night Eating Syndrome;0;1;;0;F;2018
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D000074049;Cytokine TWEAK;1;1;Tumor Necrosis Factors;0;D;2018
2.2: Subdivision;2: Old SRC;2: Subdivision;-;D000074050;TWEAK Receptor;1;1;Receptors, Tumor Necrosis Factor;0;D;2018
3.2: Subdivision~3.3: Submersion;3: New PI concept;2: Subdivision~3: Submersion;-;D000074058;Solute Carrier Family 22 Member 5;2;1;Carrier Proteins~Organic Cation Transport Proteins;0;D;2018
3.5: Detachment;3: New PI concept;5: Detachment;-;D000074059;Extracorporeal Shockwave Therapy;1;2;High-Energy Shock Waves;0;E;2018
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D000074060;Bronchial Thermoplasty;1;1;Catheter Ablation;0;E;2018
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D000074061;ATP Binding Cassette Transporter, Subfamily D;1;1;ATP-Binding Cassette Transporters;1;D;2018
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D000074062;Environmental Biomarkers;0;3;;0;D~G~N;2018
3.3: Submersion;3: New PI concept;3: Submersion;-;D000074063;ATP Binding Cassette Transporter, Subfamily D, Member 1;1;1;ATP-Binding Cassette Transporters;0;D;2018
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D000074067;Conservation of Water Resources;0;1;;0;J~N;2018
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D000074079;Undifferentiated Connective Tissue Diseases;1;2;Connective Tissue Diseases;0;C;2018
3.4: Overtopping~3.2: Subdivision;3: New PI concept;4: Overtopping~2: Subdivision;-;D000074080;MutS Proteins;3;3;Adenosine Triphosphatases~DNA-Binding Proteins~MutS DNA Mismatch-Binding Protein;3;D;2018
3.3: Submersion;3: New PI concept;3: Submersion;-;D000074081;MutS Homolog 3 Protein;1;1;DNA-Binding Proteins;0;D;2018
3.5: Detachment~3.2: Subdivision;3: New PI concept;5: Detachment~2: Subdivision;-;D000074082;Sodium-Hydrogen Exchanger 1;2;1;Cation Transport Proteins~Sodium-Hydrogen Exchangers;0;D;2018
2.2: Subdivision;2: Old SRC;2: Subdivision;-;D000074083;Sodium-Hydrogen Exchanger 3;1;1;Sodium-Hydrogen Antiporter;0;D;2018
3.5: Detachment~3.3: Submersion;3: New PI concept;5: Detachment~3: Submersion;-;D000074084;THP-1 Cells;3;1;Cell Line~Macrophages~Monocytes;0;A;2018
3.5: Detachment~3.2: Subdivision;3: New PI concept;5: Detachment~2: Subdivision;-;D000074085;Mice, Knockout, ApoE;2;1;Apolipoproteins E~Mice, Knockout;0;B;2018
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D000074099;Equivalence Trials as Topic;0;1;;0;E~N;2018
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D000074100;Funeral Homes;0;1;;0;J;2018
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D000074101;Cocaine Smoking;0;1;;0;F;2018
3.5: Detachment~3.2: Subdivision;3: New PI concept;5: Detachment~2: Subdivision;-;D000074121;Protein Kinase C-theta;2;1;Isoenzymes~Protein Kinase C;0;D;2018
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D000074122;Short Stature Homeobox Protein;1;1;Homeodomain Proteins;0;D;2018
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D000074141;Circulating Tumor DNA;1;2;DNA, Neoplasm;0;D;2018
3.5: Detachment~3.2: Subdivision;3: New PI concept;5: Detachment~2: Subdivision;-;D000074161;Kazal Motifs;2;1;Amino Acid Motifs~Amino Acid Sequence;0;G;2018
3.5: Detachment~3.4: Overtopping;3: New PI concept;5: Detachment~4: Overtopping;-;D000074162;Serine Peptidase Inhibitors, Kazal Type;2;2;Carrier Proteins~Trypsin Inhibitor, Kazal Pancreatic;2;D;2018
3.5: Detachment~3.3: Submersion;3: New PI concept;5: Detachment~3: Submersion;-;D000074163;Serine Peptidase Inhibitor Kazal-Type 5;2;1;Carrier Proteins~Proteinase Inhibitory Proteins, Secretory;0;D;2018
1.2: Subdivision;1: Old concept;2: Subdivision;NRW;D000074164;Nicotine Chewing Gum;1;2;Tobacco Use Cessation Products;0;D~E~G~J;2018
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D000074165;Zinc Finger E-box Binding Homeobox 2;2;2;Homeodomain Proteins~Repressor Proteins;0;D;2018
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D000074166;Circulating MicroRNA;1;2;MicroRNAs;0;D;2018
3.3: Submersion;3: New PI concept;3: Submersion;-;D000074181;Spastin;1;2;Adenosine Triphosphatases;0;D;2018
3.5: Detachment;3: New PI concept;5: Detachment;-;D000074182;AAA Domain;1;1;Amino Acid Sequence;0;G;2018
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D000074183;ATPases Associated with Diverse Cellular Activities;1;2;Adenosine Triphosphatases;10;D;2018
2.3: Submersion;2: Old SRC;3: Submersion;-;D000074201;Katanin;1;2;Adenosine Triphosphatases;0;D;2018
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D000074221;Rumination, Digestive;1;1;Digestion;0;G;2018
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D000074222;Rumination, Cognitive;1;1;Cognition;0;F;2018
2.2: Subdivision;2: Old SRC;2: Subdivision;-;D000074241;Peanut Oil;1;1;Plant Oils;0;D;2018
2.2: Subdivision;2: Old SRC;2: Subdivision;-;D000074242;Sunflower Oil;1;1;Plant Oils;0;D;2018
3.5: Detachment~3.2: Subdivision;3: New PI concept;5: Detachment~2: Subdivision;-;D000074243;Immune Reconstitution;2;1;Immune System Phenomena~Immunity;0;G;2018
2.2: Subdivision;2: Old SRC;2: Subdivision;-;D000074261;Receptors, Enterotoxin;2;2;Receptors, Peptide~Receptors, Guanylate Cyclase-Coupled;0;D;2018
2.2: Subdivision;2: Old SRC;2: Subdivision;-;D000074262;Rapeseed Oil;1;1;Plant Oils;0;D;2018
2.2: Subdivision;2: Old SRC;2: Subdivision;-;D000074263;Coconut Oil;1;1;Plant Oils;0;D;2018
3.5: Detachment;3: New PI concept;5: Detachment;-;D000074264;Smoking Reduction;1;2;Smoking Cessation;0;F;2018
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D000074266;Materials Science;0;2;;0;H~J;2018
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D000074267;Organism Hydration Status;0;1;;0;G;2018
3.5: Detachment;3: New PI concept;5: Detachment;-;D000074268;Guanylyl Cyclase C Agonists;3;2;Enterotoxins~Guanylate Cyclase~Receptors, Guanylate Cyclase-Coupled;0;D;2018
3.5: Detachment;3: New PI concept;5: Detachment;-;D000074269;Resonance Frequency Analysis;1;1;Dental Implants;0;E;2018
3.5: Detachment~3.2: Subdivision;3: New PI concept;5: Detachment~2: Subdivision;-;D000074270;Meconium Ileus;2;1;Intestinal Obstruction~Meconium;0;C;2018
3.5: Detachment~3.2: Subdivision;3: New PI concept;5: Detachment~2: Subdivision;-;D000074283;Endothelial Protein C Receptor;2;2;Antigens, CD~Receptors, Cell Surface;0;D;2018
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D000074284;Periphyton;0;2;;0;B~G~N;2018
3.5: Detachment;3: New PI concept;5: Detachment;-;D000074285;Smokers;1;1;Smoking;0;M;2018
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D000074286;Preliminary Data;0;1;;0;E~N;2018
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D000074287;TRPC6 Cation Channel;2;2;Calcium Channels~TRPC Cation Channels;0;D;2018
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D000074288;Discs Large Homolog 1 Protein;2;3;Adaptor Proteins, Signal Transducing~Membrane Proteins;0;D;2018
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D000074289;High-Temperature Requirement A Serine Peptidase 1;1;1;Serine Endopeptidases;0;D;2018
3.5: Detachment~3.2: Subdivision~3.3: Submersion;3: New PI concept;5: Detachment~2: Subdivision~3: Submersion;-;D000074290;Zinc Finger Protein Gli3;4;2;DNA-Binding Proteins~Kruppel-Like Transcription Factors~Nerve Tissue Proteins~Transcription Factors;0;D;2018
3.5: Detachment~3.2: Subdivision~3.3: Submersion;3: New PI concept;5: Detachment~2: Subdivision~3: Submersion;-;D000074301;CD52 Antigen;3;3;Antigens, CD~Antigens, Neoplasm~Glycoproteins;0;D;2018
3.5: Detachment~3.2: Subdivision;3: New PI concept;5: Detachment~2: Subdivision;-;D000074322;Antineoplastic Agents, Immunological;2;1;Antibodies, Monoclonal~Antineoplastic Agents;0;D;2018
2.2: Subdivision;2: Old SRC;2: Subdivision;-;D000074323;Alemtuzumab;1;1;Antibodies, Monoclonal, Humanized;0;D;2018
2.3: Submersion;2: Old SRC;3: Submersion;-;D000074324;Ipilimumab;1;1;Antibodies, Monoclonal;0;D;2018
3.5: Detachment~3.2: Subdivision;3: New PI concept;5: Detachment~2: Subdivision;-;D000074341;Dietary Exposure;3;1;Diet~Environmental Exposure~Food Contamination;0;N;2018
3.5: Detachment;3: New PI concept;5: Detachment;-;D000074361;Sleep Latency;2;1;Sleep Stages~Sleep, REM;0;F~G;2018
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D000074381;Mass Drug Administration;0;3;;0;E~N;2018
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D000074382;Greenhouse Gases;1;2;Gases;0;D;2018
1.5: Detachment;1: Old concept;5: Detachment;REL;D000074384;Sexual Health;1;1;Reproductive Health;0;N;2018
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D000074385;Food Ingredients;0;2;;10;D~G~J;2018
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D000074386;Gender-Based Violence;1;1;Violence;0;I;2018
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D000074388;Early Goal-Directed Therapy;0;1;;0;E;2018
3.5: Detachment~3.3: Submersion;3: New PI concept;5: Detachment~3: Submersion;-;D000074389;Therapeutic Index, Drug;2;1;Dose-Response Relationship, Drug~Treatment Outcome;0;E~N;2018
3.5: Detachment;3: New PI concept;5: Detachment;-;D000074401;Peroxins;1;1;Membrane Proteins;3;D;2018
3.5: Detachment;3: New PI concept;5: Detachment;-;D000074402;Synovectomy;1;1;Synovial Membrane;0;E;2018
3.5: Detachment;3: New PI concept;5: Detachment;-;D000074403;Meniscectomy;1;1;Meniscus;0;E;2018
3.3: Submersion;3: New PI concept;3: Submersion;-;D000074404;Peroxisomal Targeting Signals;1;1;Amino Acid Sequence;0;D~G;2018
2.2: Subdivision~2.3: Submersion;2: Old SRC;2: Subdivision~3: Submersion;-;D000074405;Valosin Containing Protein;2;2;Adenosine Triphosphatases~Cell Cycle Proteins;0;D;2018
3.5: Detachment;3: New PI concept;5: Detachment;-;D000074406;Mastoidectomy;1;1;Mastoid;0;E;2018
2.2: Subdivision;2: Old SRC;2: Subdivision;-;D000074407;SAP90-PSD95 Associated Proteins;1;2;Nerve Tissue Proteins;0;D;2018
3.4: Overtopping;3: New PI concept;4: Overtopping;-;D000074408;Aldo-Keto Reductases;1;2;Aldehyde Reductase;5;D;2018
2.5: Detachment;2: Old SRC;5: Detachment;-;D000074409;Carbonyl Reductase (NADPH);1;1;Aldehyde Reductase;0;D;2018
3.5: Detachment;3: New PI concept;5: Detachment;-;D000074421;Fermented Foods and Beverages;1;2;Fermentation;11;G~J;2018
3.5: Detachment;3: New PI concept;5: Detachment;-;D000074422;Aldo-Keto Reductase Family 1 Member C2;1;1;Hydroxysteroid Dehydrogenases;0;D;2018
3.3: Submersion;3: New PI concept;3: Submersion;-;D000074423;Celastrales;1;1;Plants;7;B;2018
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D000074424;Rosanae;0;1;;158;B;2018
3.5: Detachment~3.2: Subdivision;3: New PI concept;5: Detachment~2: Subdivision;-;D000074425;Aldo-Keto Reductase Family 1 Member C3;2;3;3-Hydroxysteroid Dehydrogenases~Hydroxyprostaglandin Dehydrogenases;0;D;2018
3.5: Detachment;3: New PI concept;5: Detachment;-;D000074426;Aldo-Keto Reductase Family 1 member B10;1;1;Aldehyde Reductase;0;D;2018
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D000074427;Caryophyllanae;0;1;;38;B;2018
2.2: Subdivision;2: Old SRC;2: Subdivision;-;D000074428;Peroxisomal Biogenesis Factor 2;1;2;Membrane Proteins;0;D;2018
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D000074429;Candida parapsilosis;1;1;Candida;0;B;2018
3.5: Detachment;3: New PI concept;5: Detachment;-;D000074431;Keratectomy;1;1;Cornea;4;E;2018
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D000074432;Sphincterotomy;0;1;;4;E;2018
3.5: Detachment;3: New PI concept;5: Detachment;-;D000074433;Myotomy;1;1;Muscles;6;E;2018
3.5: Detachment;3: New PI concept;5: Detachment;-;D000074434;Heller Myotomy;3;2;Cardia~Esophagogastric Junction~Esophagus;0;E;2018
2.5: Detachment;2: Old SRC;5: Detachment;-;D000074435;Peroxisome-Targeting Signal 1 Receptor;1;1;Receptors, Cytoplasmic and Nuclear;0;D;2018
3.3: Submersion;3: New PI concept;3: Submersion;-;D000074436;Tetratricopeptide Repeat;1;3;Amino Acid Sequence;0;G;2018
2.5: Detachment;2: Old SRC;5: Detachment;-;D000074437;Peroxisomal Targeting Signal 2 Receptor;1;1;Receptors, Cytoplasmic and Nuclear;0;D;2018
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D000074439;Political Activism;1;1;Politics;0;I;2018
3.5: Detachment;3: New PI concept;5: Detachment;-;D000074440;Fascism;1;1;National Socialism;0;I;2018
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D000074441;Involuntary Treatment;0;1;;4;I;2018
3.2: Subdivision~3.3: Submersion;3: New PI concept;2: Subdivision~3: Submersion;-;D000074443;Lysine Acetyltransferase 5;2;1;Acetyltransferases~Histone Acetyltransferases;0;D;2018
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D000074462;Positive Regulatory Domain I-Binding Factor 1;1;2;Repressor Proteins;0;D;2018
3.5: Detachment;3: New PI concept;5: Detachment;-;D000074463;PR-SET Domains;2;1;Amino Acid Sequence~Histone-Lysine N-Methyltransferase;0;G;2018
2.2: Subdivision;2: Old SRC;2: Subdivision;-;D000074482;Thyroid Nuclear Factor 1;2;3;Nuclear Proteins~Transcription Factors;0;D;2018
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D000074502;Receptors, Kisspeptin-1;1;2;Receptors, G-Protein-Coupled;0;D;2018
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D000074522;Consumer Health Informatics;1;1;Informatics;0;L;2018
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D000074523;Suprachiasmatic Nucleus Neurons;0;2;;0;A;2018
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D000074542;Solute Carrier Organic Anion Transporter Family Member 1B3;1;2;Organic Anion Transporters, Sodium-Independent;0;D;2018
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D000074562;Receptor, Notch4;2;2;Proto-Oncogene Proteins~Receptors, Notch;0;D;2018
3.5: Detachment;3: New PI concept;5: Detachment;-;D000074582;AAA Proteins;1;2;Adenosine Triphosphatases;11;D;2018
3.5: Detachment~3.3: Submersion;3: New PI concept;5: Detachment~3: Submersion;-;D000074583;Short Chain Dehydrogenase-Reductases;2;1;Alcohol Dehydrogenase~Alcohol Oxidoreductases;1;D;2018
3.2: Subdivision~3.3: Submersion;3: New PI concept;2: Subdivision~3: Submersion;-;D000074584;WW Domain-Containing Oxidoreductase;2;2;Oxidoreductases~Tumor Suppressor Proteins;0;D;2018
3.5: Detachment;3: New PI concept;5: Detachment;-;D000074585;WW Domains;2;1;Amino Acid Sequence~Protein Structure, Tertiary;0;G;2018
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D000074586;Remyelination;0;1;;0;G;2018
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D000074602;Smoking Devices;0;1;;6;J;2018
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D000074604;Smoking Pipes;0;1;;1;J;2018
3.5: Detachment;3: New PI concept;5: Detachment;-;D000074606;Smoking Prevention;1;1;Smoking;0;I~N;2018
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D000074607;Opium Dependence;0;1;;0;C~F;2018
3.5: Detachment;3: New PI concept;5: Detachment;-;D000074608;MYND Domains;1;2;Protein Structure, Tertiary;0;G;2018
3.4: Overtopping;3: New PI concept;4: Overtopping;-;D000074609;Marijuana Use;1;2;Marijuana Smoking;1;F;2018
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D000074623;Dual Oxidases;1;1;NADPH Oxidases;0;D;2018
2.3: Submersion;2: Old SRC;3: Submersion;-;D000074624;NADPH Oxidase 1;1;1;NADH, NADPH Oxidoreductases;0;D;2018
1.5: Detachment;1: Old concept;5: Detachment;NRW;D000074642;Nephrolithotomy, Percutaneous;1;2;Nephrostomy, Percutaneous;0;E;2018
3.4: Overtopping;3: New PI concept;4: Overtopping;-;D000074643;Nephrotomy;1;1;Nephrostomy, Percutaneous;1;E;2018
3.5: Detachment~3.2: Subdivision;3: New PI concept;5: Detachment~2: Subdivision;-;D000074662;NADPH Oxidase 2;2;1;Membrane Glycoproteins~NADPH Oxidases;0;D;2018
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D000074663;NADPH Oxidase 4;1;1;NADPH Oxidases;0;D;2018
3.2: Subdivision~3.3: Submersion;3: New PI concept;2: Subdivision~3: Submersion;-;D000074664;NADPH Oxidase 5;2;1;Membrane Proteins~NADPH Oxidases;0;D;2018
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D000074682;Nephroureterectomy;1;1;Nephrectomy;0;E;2018
3.5: Detachment;3: New PI concept;5: Detachment;-;D000074702;Proteostasis;2;2;Homeostasis~Protein Folding;0;G;2018
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D000074703;Nematocera;1;1;Diptera;9;B;2018
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D000074704;Quasispecies;1;1;Genetic Variation;0;G;2018
1.4: Overtopping;1: Old concept;4: Overtopping;BRD;D000074705;Human Genetics;1;1;Genetics, Medical;4;H;2018
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D000074706;Sublimation, Chemical;0;1;;0;G;2018
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D000074707;Campylobacterales;0;1;;18;B;2018
3.5: Detachment~3.2: Subdivision;3: New PI concept;5: Detachment~2: Subdivision;-;D000074722;Lateral Internal Sphincterotomy;3;2;Anal Canal~Digestive System Surgical Procedures~Fissure in Ano;0;E;2018
3.5: Detachment;3: New PI concept;5: Detachment;-;D000074723;Oncogene Addiction;1;1;Oncogenes;0;C;2018
2.5: Detachment;2: Old SRC;5: Detachment;-;D000074742;Median Arcuate Ligament Syndrome;2;3;Celiac Artery~Constriction, Pathologic;0;C;2018
3.5: Detachment~3.2: Subdivision;3: New PI concept;5: Detachment~2: Subdivision;-;D000074743;Hemodynamic Monitoring;2;2;Hemodynamics~Monitoring, Physiologic;0;E;2018
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D000074744;ADP-Ribosylation;0;1;;1;G;2018
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D000074745;Pterygota;0;1;;49;B;2018
3.3: Submersion;3: New PI concept;3: Submersion;-;D000074746;Neoptera;1;1;Insects;45;B;2018
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D000074747;Poly ADP Ribosylation;0;1;;0;G;2018
3.3: Submersion;3: New PI concept;3: Submersion;-;D000074748;Holometabola;1;1;Insects;43;B;2018
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D000074749;Deubiquitinating Enzyme CYLD;1;2;Tumor Suppressor Proteins;0;D;2018
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D000074762;Aeromonadales;1;1;Gammaproteobacteria;3;B;2018
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D000074764;Alethinophidia;1;1;Snakes;20;B;2018
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D000074765;Dysbindin;1;3;Dystrophin-Associated Proteins;0;D;2018
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D000074766;Dipsacales;0;1;;13;B;2018
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D000074767;Diapause;0;1;;1;G;2018
3.4: Overtopping;3: New PI concept;4: Overtopping;-;D000074822;Treatment Adherence and Compliance;1;2;Patient Compliance;10;F~N;2018
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D000074823;One Health;0;1;;0;N;2018
3.5: Detachment;3: New PI concept;5: Detachment;-;D000074824;Work Engagement;1;2;Workplace;0;I~N;2018
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D000074842;Forkhead Box Protein L2;1;1;Forkhead Transcription Factors;0;D;2018
3.5: Detachment~3.2: Subdivision;3: New PI concept;5: Detachment~2: Subdivision;-;D000074868;Salpingo-oophorectomy;3;2;Fallopian Tubes~Ovariectomy~Salpingectomy;0;E;2018
3.5: Detachment~3.2: Subdivision;3: New PI concept;5: Detachment~2: Subdivision;-;D000074882;Pyloromyotomy;2;3;Gastrectomy~Pylorus;0;E;2018
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D000074883;Vulvectomy;1;1;Gynecologic Surgical Procedures;0;E;2018
3.5: Detachment~3.2: Subdivision;3: New PI concept;5: Detachment~2: Subdivision;-;D000074884;Mucosa-Associated Lymphoid Tissue Lymphoma Translocation 1 Protein;2;2;Caspases~Neoplasm Proteins;0;D;2018
3.5: Detachment~3.2: Subdivision;3: New PI concept;5: Detachment~2: Subdivision;-;D000074885;Amniotomy;2;1;Amnion~Labor, Induced;0;E;2018
2.2: Subdivision;2: Old SRC;2: Subdivision;-;D000074923;High-Temperature Requirement A Serine Peptidase 2;1;4;Serine Endopeptidases;0;D;2018
3.4: Overtopping;3: New PI concept;4: Overtopping;-;D000074924;Nut and Peanut Hypersensitivity;2;1;Nut Hypersensitivity~Peanut Hypersensitivity;2;C;2018
3.5: Detachment;3: New PI concept;5: Detachment;-;D000074962;Kounis Syndrome;2;2;Acute Coronary Syndrome~Drug Hypersensitivity;0;C;2018
3.3: Submersion;3: New PI concept;3: Submersion;-;D000074982;Palaeoptera;1;1;Insects;2;B;2018
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D000075002;Bestrophins;2;2;Chloride Channels~Eye Proteins;0;D;2018
3.5: Detachment;3: New PI concept;5: Detachment;-;D000075022;Academic Failure;1;1;Educational Measurement;0;N;2018
3.2: Subdivision~3.3: Submersion;3: New PI concept;2: Subdivision~3: Submersion;-;D000075023;S100 Calcium Binding Protein A7;2;1;Calcium-Binding Proteins~S100 Proteins;0;D;2018
3.3: Submersion;3: New PI concept;3: Submersion;-;D000075024;rhoC GTP-Binding Protein;1;1;GTP-Binding Proteins;0;D;2018
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D000075042;Sustainable Growth;0;1;;0;J;2018
3.2: Subdivision~3.3: Submersion;3: New PI concept;2: Subdivision~3: Submersion;-;D000075062;Pre-B-Cell Leukemia Transcription Factor 1;2;3;DNA-Binding Proteins~Proto-Oncogene Proteins;0;D;2018
3.4: Overtopping;3: New PI concept;4: Overtopping;-;D000075063;Lilianae;1;1;Liliaceae;92;B;2018
2.5: Detachment~2.2: Subdivision;2: Old SRC;5: Detachment~2: Subdivision;-;D000075064;Myeloid Ecotropic Viral Integration Site 1 Protein;2;2;Neoplasm Proteins~Homeodomain Proteins;0;D;2018
2.2: Subdivision;2: Old SRC;2: Subdivision;-;D000075065;Elongin;1;2;Transcription Factors;0;D;2018
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D000075066;Body Packing;0;1;;0;I;2018
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D000075067;Substance Abuse, Oral;0;1;;0;C~F;2018
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D000075082;Proof of Concept Study;0;1;;0;H;2018
3.2: Subdivision~3.3: Submersion;3: New PI concept;2: Subdivision~3: Submersion;-;D000075102;Organic Cation Transporter 2;2;1;Carrier Proteins~Organic Cation Transport Proteins;0;D;2018
3.5: Detachment;3: New PI concept;5: Detachment;-;D000075122;Smoldering Multiple Myeloma;1;3;Multiple Myeloma;0;C;2018
3.5: Detachment~3.2: Subdivision~3.3: Submersion;3: New PI concept;5: Detachment~2: Subdivision~3: Submersion;-;D000075142;RUNX1 Translocation Partner 1 Protein;3;2;DNA-Binding Proteins~Proto-Oncogene Proteins~Transcription Factors;0;D;2018
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D000075162;Abuse-Deterrent Formulations;0;5;;1;D~E;2018
3.2: Subdivision;3: New PI concept;2: Subdivision;-;D000075163;Metallocenes;1;1;Organometallic Compounds;0;D;2018
2.2: Subdivision;2: Old SRC;2: Subdivision;-;D000075182;Agent Orange;3;3;Polychlorinated Dibenzodioxins~2,4-Dichlorophenoxyacetic Acid~2,4,5-Trichlorophenoxyacetic Acid;0;D;2018
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D000075202;Contraindications;0;1;;2;E;2018
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D000075203;Contraindications, Drug;0;1;;0;E;2018
4.0: Emersion;4: New Emerging concept;0: Emersion;-;D000075204;Contraindications, Procedure;0;1;;0;E;2018
2.2: Subdivision;2: Old SRC;2: Subdivision;-;D000075222;Essential Hypertension;1;1;Hypertension;0;C;2018
3.5: Detachment;3: New PI concept;5: Detachment;-;D000075223;Poly-ADP-Ribose Binding Proteins;2;2;Poly Adenosine Diphosphate Ribose~Protein Binding;23;D;2018
